"glytoucan_ac","glycan_type","glycan_type_source","glycan_type_source_id","glycan_subtype","glycan_subtype_source","glycan_subtype_source_id"
"G46152KR","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G14053SI","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G44880NI","O-linked","GlycoMotif","GGM.001010","Core 3","GlycoMotif","GGM.001010"
"G75905JY","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G00230IL","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G07641WS","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G89649RN","O-linked","GlycoMotif","GGM.001011","Core 4","GlycoMotif","GGM.001011"
"G53945YL","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G53945YL","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G53945YL","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G94627EK","Glycosphingolipid","GlycoMotif","GGM.001102","Muco series","GlycoMotif","GGM.001102"
"G46686VL","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G65124UZ","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G63621KM","Glycosphingolipid","GlycoMotif","GGM.001106","Neo-lacto series","GlycoMotif","GGM.001107"
"G63621KM","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G24791UN","N-linked","GlycoMotif","GGM.001001","","",""
"G77828QM","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G77828QM","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G81229DT","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G74612QZ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G68042KH","N-linked","Subsumption","G16094GG","High mannose","Subsumption","G16094GG"
"G77974XY","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G76222MD","Glycosphingolipid","GlycoMotif","GGM.001105","Gala series","GlycoMotif","GGM.001105"
"G97765TT","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G97765TT","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G18662IW","N-linked","Subsumption","G04689DA","Truncated","Subsumption","G33436EK"
"G18662IW","N-linked","Subsumption","G04689DA","High mannose","Subsumption","G04689DA"
"G15514FC","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G15514FC","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G41974MG","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G41974MG","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G41974MG","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G67929YA","N-linked","Subsumption","G03473UD","Bisected","Subsumption","G03473UD"
"G67929YA","N-linked","Subsumption","G03473UD","Truncated","Subsumption","G02692WD"
"G67929YA","N-linked","Subsumption","G03473UD","Complex","Subsumption","G03473UD"
"G87321EI","Glycosphingolipid","Subsumption","G07112RY","Neo-lacto series","Subsumption","G03098CZ"
"G87321EI","Glycosphingolipid","Subsumption","G07112RY","Lacto series","Subsumption","G07112RY"
"G26032JT","N-linked","Subsumption","G07627PO","Bisected","Subsumption","G07627PO"
"G26032JT","N-linked","Subsumption","G07627PO","Truncated","Subsumption","G24355FU"
"G26032JT","N-linked","Subsumption","G07627PO","Complex","Subsumption","G00544JF"
"G26032JT","N-linked","Subsumption","G07627PO","Hybrid","Subsumption","G06777LB"
"G27440CC","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G98539YZ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G98539YZ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G13583BZ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G13583BZ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G03937RS","O-linked","Subsumption","G07068RQ","Core 2","Subsumption","G07068RQ"
"G84320LV","N-linked","Subsumption","G06703UH","Bisected","Subsumption","G06703UH"
"G84320LV","N-linked","Subsumption","G06703UH","Core-fucosylated","Subsumption","G03457IS"
"G84320LV","N-linked","Subsumption","G06703UH","Complex","Subsumption","G03457IS"
"G18905AN","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G98117HW","N-linked","GlycoMotif","GGM.001003","Hybrid","GlycoMotif","GGM.001003"
"G98944UB","O-linked","GlycoMotif","GGM.001012","Core 4","GlycoMotif","GGM.001012"
"G81650EZ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G41421SQ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G63160NR","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G35455OM","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G35455OM","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G57048KV","N-linked","Subsumption","G02611WU","Core-fucosylated","Subsumption","G05060ST"
"G57048KV","N-linked","Subsumption","G02611WU","Complex","Subsumption","G02611WU"
"G22625SJ","N-linked","Subsumption","G03272YQ","Bisected","Subsumption","G03272YQ"
"G22625SJ","N-linked","Subsumption","G03272YQ","Core-fucosylated","Subsumption","G01107YB"
"G22625SJ","N-linked","Subsumption","G03272YQ","Complex","Subsumption","G01107YB"
"G22625SJ","O-linked","Subsumption","G35946GZ","Core 2","Subsumption","G35946GZ"
"G74312OL","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G51457MV","O-linked","Subsumption","G67274NW","Core 1","Subsumption","G67274NW"
"G27549JK","N-linked","Subsumption","G11324RD","Complex","Subsumption","G11324RD"
"G23099XP","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G26438GB","O-linked","GlycoMotif","GGM.001012","Core 4","GlycoMotif","GGM.001012"
"G82113OO","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G44362OF","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G44362OF","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G44362OF","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G46222DM","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G98445GL","N-linked","Subsumption","G14478ZZ","Bisected","Subsumption","G14478ZZ"
"G98445GL","N-linked","Subsumption","G14478ZZ","Complex","Subsumption","G14478ZZ"
"G25780HH","O-linked","GlycoMotif","GGM.001009","Core 3","GlycoMotif","GGM.001009"
"G11260XI","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G63607QJ","Glycosphingolipid","GlycoMotif","GGM.001106","Neo-lacto series","GlycoMotif","GGM.001107"
"G63607QJ","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G23446CL","N-linked","Subsumption","G04048YA","","",""
"G65669BM","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G93073GJ","O-linked","GlycoMotif","GGM.001011","Core 4","GlycoMotif","GGM.001011"
"G89141ZC","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G89141ZC","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G40589GT","N-linked","GlycoMotif","GGM.001001","","",""
"G21331WE","N-linked","Subsumption","G03692ER","Core-fucosylated","Subsumption","G03692ER"
"G21331WE","N-linked","Subsumption","G03692ER","Complex","Subsumption","G03692ER"
"G30433EA","N-linked","Subsumption","G04846SY","Core-fucosylated","Subsumption","G04846SY"
"G30433EA","N-linked","Subsumption","G04846SY","Hybrid","Subsumption","G04846SY"
"G17067SW","O-linked","Subsumption","G12785ZM","Core 2","Subsumption","G14920PG"
"G17067SW","O-linked","Subsumption","G12785ZM","Core 1","Subsumption","G12785ZM"
"G55677BZ","N-linked","Subsumption","G19790PJ","Bisected","Subsumption","G19790PJ"
"G55677BZ","N-linked","Subsumption","G19790PJ","Hybrid","Subsumption","G00281HB"
"G55677BZ","Glycosphingolipid","Subsumption","G09603GS","Mollu series","Subsumption","G09603GS"
"G24888ZY","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G24888ZY","N-linked","GlycoMotif","GGM.001023","Hybrid","GlycoMotif","GGM.001003"
"G46022SX","Glycosphingolipid","GlycoMotif","GGM.001108","Ganglio series","GlycoMotif","GGM.001108"
"G25592WY","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G25592WY","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G47709SA","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G74741QU","N-linked","Subsumption","G27716UU","Core-fucosylated","Subsumption","G26217KL"
"G74741QU","N-linked","Subsumption","G27716UU","Complex","Subsumption","G27716UU"
"G19972QF","Glycosphingolipid","GlycoMotif","GGM.001106","Neo-lacto series","GlycoMotif","GGM.001107"
"G19972QF","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G58667NI","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G58667NI","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G47866EC","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G47866EC","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G61011QL","O-linked","GlycoMotif","GGM.001012","Core 4","GlycoMotif","GGM.001012"
"G66882ES","Glycosphingolipid","Subsumption","G06971VR","Neo-lacto series","Subsumption","G22709NM"
"G66882ES","Glycosphingolipid","Subsumption","G06971VR","Lacto series","Subsumption","G06971VR"
"G43728NL","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G55331YF","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G03296OS","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G03296OS","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G79961NY","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G79961NY","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G91182AF","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G94244BK","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G21573ZW","N-linked","Subsumption","G44030BX","Truncated","Subsumption","G06376SF"
"G21573ZW","N-linked","Subsumption","G44030BX","Complex","Subsumption","G44030BX"
"G46626WO","N-linked","GlycoMotif","GGM.001001","","",""
"G74855ID","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G84701HV","Glycosphingolipid","Subsumption","G09479IG","Gala series","Subsumption","G09479IG"
"G72797UR","N-linked","Subsumption","G00864TV","Bisected","Subsumption","G00864TV"
"G72797UR","N-linked","Subsumption","G00864TV","Core-fucosylated","Subsumption","G00056HH"
"G72797UR","N-linked","Subsumption","G00864TV","Complex","Subsumption","G00056HH"
"G72797UR","N-linked","Subsumption","G00864TV","Hybrid","Subsumption","G04390TE"
"G33094KK","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G88426XR","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G88426XR","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G69204PW","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G36960FP","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G14567OB","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G14567OB","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G14567OB","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G95393JS","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G57883PT","N-linked","Subsumption","G29659GF","Complex","Subsumption","G29659GF"
"G06371NP","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G68059HB","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G84038SS","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G74068RR","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G73807QP","N-linked","Subsumption","G01265XZ","Complex","Subsumption","G01265XZ"
"G15580BH","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G15580BH","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G15580BH","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G31118TG","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G24049AR","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G24049AR","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G67054IY","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G09212KV","N-linked","GlycoMotif","GGM.001001","","",""
"G87185IP","O-linked","Subsumption","G02460JI","Core 2","Subsumption","G02460JI"
"G28156XV","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G28156XV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G74273EE","O-linked","Subsumption","G12357FR","Core 7","Subsumption","G52488RZ"
"G74273EE","O-linked","Subsumption","G12357FR","Core 5","Subsumption","G02256MB"
"G74273EE","O-linked","Subsumption","G12357FR","Core 2","Subsumption","G12357FR"
"G14554IP","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G14554IP","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G77372RE","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G37556DJ","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G37556DJ","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G24812WY","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G24812WY","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G47614ZH","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G38960EZ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G38960EZ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G10421KO","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G10421KO","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G45661NA","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G45661NA","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G07906WF","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G88438SU","N-linked","Subsumption","G26327GQ","Bisected","Subsumption","G26327GQ"
"G88438SU","N-linked","Subsumption","G26327GQ","Core-fucosylated","Subsumption","G01650CJ"
"G88438SU","N-linked","Subsumption","G26327GQ","Complex","Subsumption","G01650CJ"
"G55402MT","O-linked","GlycoMotif","GGM.001010","Core 3","GlycoMotif","GGM.001010"
"G13976WV","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G13976WV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G91386RN","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G05049YU","N-linked","Subsumption","G01367ZS","Bisected","Subsumption","G01367ZS"
"G05049YU","N-linked","Subsumption","G01367ZS","Core-fucosylated","Subsumption","G01300OI"
"G05049YU","N-linked","Subsumption","G01367ZS","Complex","Subsumption","G01300OI"
"G05049YU","N-linked","Subsumption","G01367ZS","Hybrid","Subsumption","G01367ZS"
"G05049YU","O-linked","Subsumption","G26700PN","Core 2","Subsumption","G26700PN"
"G90221FQ","O-linked","GlycoMotif","GGM.001009","Core 3","GlycoMotif","GGM.001009"
"G91554MW","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G26542SK","N-linked","Subsumption","G58753AP","Core-fucosylated","Subsumption","G58753AP"
"G26542SK","N-linked","Subsumption","G58753AP","Complex","Subsumption","G58753AP"
"G51386YT","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G51386YT","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G02890GX","Glycosphingolipid","GlycoMotif","GGM.001105","Gala series","GlycoMotif","GGM.001105"
"G81245GW","N-linked","Subsumption","G01310VF","Core-fucosylated","Subsumption","G01310VF"
"G81245GW","N-linked","Subsumption","G01310VF","Complex","Subsumption","G01310VF"
"G64591MN","O-linked","Subsumption","G06161ID","Core 4","Subsumption","G09060TD"
"G64591MN","O-linked","Subsumption","G06161ID","Core 2","Subsumption","G06161ID"
"G11145KS","N-linked","Subsumption","G05550LT","Core-fucosylated","Subsumption","G05550LT"
"G11145KS","N-linked","Subsumption","G05550LT","Complex","Subsumption","G05550LT"
"G65117HG","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G65117HG","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G04450CG","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G57949BE","N-linked","Subsumption","G02420CD","Core-fucosylated","Subsumption","G02420CD"
"G57949BE","N-linked","Subsumption","G02420CD","Complex","Subsumption","G02420CD"
"G58870KE","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G79718RM","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G05933EN","N-linked","Subsumption","G00488OU","Bisected","Subsumption","G00488OU"
"G05933EN","N-linked","Subsumption","G00488OU","Core-fucosylated","Subsumption","G00488OU"
"G05933EN","N-linked","Subsumption","G00488OU","Complex","Subsumption","G00488OU"
"G87407JY","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G09811YI","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G69573UX","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G15365AE","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G15365AE","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G19756XC","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G00171RJ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G60261VY","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G37559NT","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G37559NT","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G37559NT","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G87051PY","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G48381WH","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G48381WH","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G85595RO","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G61314HT","O-linked","GlycoMotif","GGM.001006","Core 1","GlycoMotif","GGM.001006"
"G32744YO","N-linked","GlycoMotif","GGM.001001","","",""
"G67356XI","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G67356XI","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G80717KS","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G85993FD","Glycosphingolipid","GlycoMotif","GGM.001108","Ganglio series","GlycoMotif","GGM.001108"
"G61390GE","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G75245DX","O-linked","Subsumption","G00997UP","Core 2","Subsumption","G00997UP"
"G08276QL","O-linked","Subsumption","G25529RM","Core 2","Subsumption","G25529RM"
"G58183RP","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G85463RK","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G10258MC","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G62808KR","N-linked","GlycoMotif","GGM.001001","","",""
"G61088TM","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G61088TM","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G34705QH","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G06864JC","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G03634XH","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G03634XH","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G75433IQ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G95823CG","N-linked","Subsumption","G32332OM","Bisected","Subsumption","G32332OM"
"G95823CG","N-linked","Subsumption","G32332OM","Core-fucosylated","Subsumption","G02193CV"
"G95823CG","N-linked","Subsumption","G32332OM","Complex","Subsumption","G02193CV"
"G71720UK","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G51727VL","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G99146BF","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G71513XV","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G71513XV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G73244JS","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G73244JS","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G44887AU","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G44887AU","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G35749JN","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G16468EC","O-linked","Subsumption","G25146DY","Core 2","Subsumption","G25146DY"
"G22402II","N-linked","Subsumption","G15192BD","Core-fucosylated","Subsumption","G15192BD"
"G47230UY","N-linked","Subsumption","G01260KO","Core-fucosylated","Subsumption","G01260KO"
"G47230UY","N-linked","Subsumption","G01260KO","Complex","Subsumption","G01260KO"
"G65301QJ","N-linked","Subsumption","G27004VA","Core-fucosylated","Subsumption","G27004VA"
"G65301QJ","N-linked","Subsumption","G27004VA","Complex","Subsumption","G27004VA"
"G95827JC","O-linked","Subsumption","G08465VN","Core 1","Subsumption","G08465VN"
"G78625LN","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G78625LN","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G13441ZL","N-linked","Subsumption","G05550LT","Core-fucosylated","Subsumption","G05550LT"
"G13441ZL","N-linked","Subsumption","G05550LT","Complex","Subsumption","G05550LT"
"G11414RL","Glycosphingolipid","GlycoMotif","GGM.001108","Ganglio series","GlycoMotif","GGM.001108"
"G47046YQ","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G47046YQ","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G32155NY","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G32155NY","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G51950UY","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G51950UY","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G75337UB","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G75337UB","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G75337UB","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G94671TE","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G94671TE","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G54932MI","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G04414GO","N-linked","GlycoMotif","GGM.001001","","",""
"G98097NI","N-linked","Subsumption","G03622FE","Bisected","Subsumption","G03622FE"
"G98097NI","N-linked","Subsumption","G03622FE","Core-fucosylated","Subsumption","G01985BK"
"G98097NI","N-linked","Subsumption","G03622FE","Complex","Subsumption","G01985BK"
"G49120XR","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G94649QB","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G94649QB","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G94649QB","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G24485FS","N-linked","GlycoMotif","GGM.001001","","",""
"G22327AZ","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G93920IR","Glycosphingolipid","GlycoMotif","GGM.001106","Neo-lacto series","GlycoMotif","GGM.001107"
"G93920IR","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G11058FS","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G11058FS","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G11058FS","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
